,English,Japanese,good_trans,original_language
56480,Help the store manager who can't wear it well,うまく履けないの 手伝って 店長,0,1
29665,we're not gonna help them.,私たちは彼らを助けるつもりはありません。,0,0
32649,[clapping],[拍手],0,0
43223,be careful,ご注意下さい,0,1
27341,a bit of relief with a game!,ゲームで少し安心！,0,0
23694,"even if a person dies, they will be reborn.",人が死んでも生まれ変わる。,0,0
1255,i don't even want to ask.,なにしてるの?,1,1
11205,"and it's made even these, the most remote",いちばん辺鄙なところに住む 地上最強のクマでさえ,1,1
21038,"i'm sorry, grandpa",ごめんなさい、おじいちゃん,0,0
40812,Sameen,サミーン,0,1
31161,"sadly, we are just public servants",悲しいことに、私たちはただの公務員です,0,0
38812,uhhuh,うん,0,0
54676,Rangiku,なぁ 乱菊。,0,1
19796,fucking leave me!,離せ!,1,1
23928,"vickers, this is a sick man.",ビッカース、これは病人です。,0,0
32866,and the most talented artist i knew,そして私が知っている中で最も才能のあるアーティスト,0,0
14446,i do computer music.,コンピュータ音楽です,1,1
33141,"listen, i wouldn't worry too much about these angry youths.",聞いてください、私はこれらの怒っている若者についてあまり心配しません。,0,0
15888,you are being watched.,我々は監視されてる,1,1
50110,I've only run out of time for a month.,1か月しか 時間なくなってしもうたんや。,0,1
22421,coming through. cbi.,通り抜ける。 cbi。,0,0
52714,Before President Obama runs for president,オバマ大統領が大統領選に出馬する前には,0,1
3630,that's exactly what i'm saying.,その通り!,1,1
59159,How do you know,どうしてわかる?,0,1
41604,"Boss, boss, boss,",ボス、ボス、ボス、,0,1
36275,by the people of asuka motors than that has to be it.,あすかモーターの人々はそれ以上のことをしなければなりません。,0,0
50794,Where is my dog?,俺の犬はどこだ?,0,1
56156,Oh yeah that,そうか ああ それ,0,1
31,i see it doesn't look easy to get in,なるほど 簡単にゃ入れそうにねえな,1,1
9056,a baby.,赤ちゃん,1,1
59510,Will do my best,尽くしてくれる,0,1
48390,Merry Christmas Molly Hooper,メリークリスマス モーリー・フーパー,0,1
29839,"matternet, where they figured out that you could",マターネット、彼らはあなたができることを理解しました,0,0
40823,I took a picture frame,写真立てを撮ったんだ,0,1
15976,"now, of course, there is a flip side to the gps dot.",もちろんgpsドットにも良くない面があります,1,1
33865,that's its great claim to fame,それは名声への大きな主張です,0,0
50154,Listen-how many others were on board?,聞いてくれ - 他に何人乗ってた?,0,1
48000,Then me,それなら僕を,0,1
28418,"this is a swatter. it happens to work quite well, thank you.",これはスワッターです。たまたまうまくいきました、ありがとうございます。,0,0
52323,Living is a miracle,生きているのが奇跡,0,1
8012,"i wish to come again nah, once is enough",なぜ?それは右、楽しいですか?一度-tryingするだけでは十分です,1,1
17353,don't worry about it.,気にしちゃダメよ,1,1
52854,I grabbed the barrel so it's okay,銃身をつかんだから大丈夫,0,1
31074,yak stew.,ヤクシチュー。,0,0
18244,we thought we'd bring you here because you might need this.,これを飲ませたくて,1,1
3181,which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves.,これは利点になる 顧客は自分たちが目立つのが 不安なんだ,1,1
11144,i'll be leaving.,あの わたし 戻るわね。,1,1
3152,who the hell are you?,藤崎? 誰のことかな?,1,1
44200,Now different,今は違う,0,1
44201,Fight Fight,ファイト ファイト,0,1
18838,"and, finally, any talk like this on the future of computing",最後に コンピューティングの未来を語る上では,1,1
55146,Is that okay? Is it an emergency?,いいんですか? 出なくて。 急患とかでは?,0,1
15936,because of you.,あなたのせいで,1,1
9164,the other one came off the minute she arrived.,他は着き次第、捨てたわ,1,1
53140,Yeah you are conceited,そう あなたはうぬぼれてる,0,1
2447,you don't wiggle.,ブルブル震える事はありませんが,1,1
35802,yuri 70%.,百合70％。,0,0
35138,just make up with dad and take an executive position,お父さんと仲直りして、幹部職に就くだけです,0,0
34596,we discount sounds that remain the same.,変わらない音は割引します。,0,0
42033,You have to line up to use a decent toilet,「まとも」なトイレを使うには 並ばないといけない,0,1
55845,My husband is hiding,ご主人は隠してるのよ,0,1
53308,Hey wait a minute Dan!,おい ちょっと待て ダン!,0,1
1089,that initiative's not like you.,らしくない熱血だな,1,1
11769,out of the people aiming to become a professional,プロを目指した人間の中には,1,1
22495,"don't move, okay? i'll be right back.",動かないでねすぐ戻ってくる。,0,0
42259,Your name!,あなたの名前よ!,0,1
6574,"that's good, but again we tend to deploy it selectively.",それは良いニュースですが これも選択的に発揮される傾向があります,1,1
1251,"hey, little fellow, are you showing us the way or just getting us more lost?","道案內をしてくれてるのか, 迷いこませる氣なのか.",1,1
20025,what was going through your head?,あなたの頭の中を何が起こっていましたか？,0,0
39531,those manufacturers can then sell those medicines,その後、それらのメーカーはそれらの薬を販売することができます,0,0
25259,if i didn't get that mail at the time,その時にそのメールを受け取らなかったら,0,0
6611,you need to visit the back room.,資料室に行って,1,1
59842,In the back parking lot,裏の駐車場に,0,1
8223,to fend for themselves.,守るものはいません,1,1
51803,It ’s the center of life in “brave”,「勇敢」での 生活の中心地だ,0,1
56537,I have the power to understand words.,言葉を理解する力が あるんですから。,0,1
48471,This is what actually happened to me,これは実際に私の身に起きたことです,0,1
57246,"Nobody thought I would do it well, but I surprised everyone",私が上手くやるとは 誰も思わなかったが 私はみんなを驚かせた,0,1
15213,why not? um,何故だか,1,1
46530,Is Neptune the owner of the Talisman?,ネプチューンが タリスマンの持ち主だと?,0,1
13808,did i get her?,やったか?,1,1
22339,which made those two flights and won the competition.,これらの2つのフライトを行い、競争に勝ちました。,0,0
8615,"i don't think we could've chosen a better group to represent the excellence, sportsmanship, and friendship the games stand for.",ゲームスを象徴する 卓越とスポーツマン精神 そして友情を 体現する 最高の人選だと 信じています,1,1
2720,we'd like to tell our story better,私たちのことをもっとうまく伝え,1,1
48222,Let's go to the Handa Festival,半田 祭り行こうぜ,0,1
31524,we're going to shoot our way out of here.,ここから抜け出すつもりです。,0,0
57712,Episode 13,第 十 三 話,0,1
26845,"hard as it was, we saved joan's life.",大変だったので、私たちはジョアンの命を救いました。,0,0
37565,"i know the last few years have been tough. but come on, man.",ここ数年は大変だったと思います。さあ、男。,0,0
12631,there's always a way.,教えてくれただろ,1,1
2414,"you'll never survive if you lose control, mr. fox.",慌てると生き残れませんよ フォックスさん,1,1
11023,a classmate?,同級生か?,1,1
754,carefully.,気を付けて,1,1
45868,That's what our system is,我々のシステムはそういうものです,0,1
16151,i assume she offered a generous package.,彼女達に金を払って 名乗り出てこさせることもできた,1,1
31540,shown in green here on this micrograph.,この顕微鏡写真では、ここに緑色で示されています。,0,0
21429,they both have six connections.,どちらにも6つの接続があります。,0,0
40890,Water was the first to have a tail.,最初に しっぽを出したのは 水だった。,0,1
8859,"and i will kill you, jacob.",そして彼を君は殺すんだ,1,1
24012,"and on the real, i'm tired",そして実際には、私は疲れています,0,0
22428,i trust her instincts.,私は彼女の本能を信頼しています。,0,0
36985,"look,there's something ah,look at him.",見て、何かがありますああ、彼を見てください。,0,0
14857,that could have gone better.,説得失敗ね,1,1
25591,there's lots of parttime jobs at the supermarket,スーパーにはアルバイトがたくさんあります,0,0
32086,she was a very fine piece of merchandise.,彼女はとても素晴らしい商品でした。,0,0
37080,if we don't consider their second career,彼らの2番目のキャリアを考慮しない場合,0,0
49448,Just a lot of disjointed things,バラバラなものがたくさんあるだけで,0,1
2628,colonies were once conquered. today countries are bought.,植民地とは征服されるものでした そして今日 国は買収されるものなのです,1,1
33984,"i know you don't give a shit about justice,patty.",私はあなたが正義、パティについてたわごとを与えないことを知っています。,0,0
41133,"Many scientists and laboratories are working on this, right?",」にいる多くの科学者や研究室が、 これに取り組んでる、そうよね?,0,1
21173,are up there.,そこにいます。,0,0
6100,"i wanna smack the shit out of him, like, for his own good.",ぶっ飛ばしてやりたくなるぜ 彼のためにな,1,1
12251,"it's just, liz is finally acting like a human towards me, and i'm pretty sure roger's my first real friend, and i just got asked out by the hottest guy to homecoming.",ただ リズがやっと 人間らしく扱ってくれて ロジャーは親友になれそうだし ホームカミングでは 一番人気のある男の子に誘われた,1,1
26169,because we actually like reading your media,私たちは実際にあなたのメディアを読むのが好きだから,0,0
33797,it looks worse than it is.,それはそれよりも悪く見えます。,0,0
40324,No way you can take over your body.,まさか 体を 乗っ取られるとはね。,0,1
33469,i dub cartoons for disney.,私はディズニーのために漫画をダビングします。,0,0
51721,"Mamoru-san, where should we go next time?",衛さん 今度は どこへ行こうか?,0,1
32815,but it's not everything that you see.,しかし、それはあなたが見るすべてではありません。,0,0
46404,I'm buying,買いかぶりだ,0,1
31691,you just passed the baby place.,あなたはちょうど赤ちゃんの場所を通過しました。,0,0
10529,and he was right,正しく見通していたのです,1,1
30289,"tell me. slade, i tried to tell you",教えて。スレイド、私はあなたに伝えようとしました,0,0
7218,"understood, sir.",了解。,1,1
18345,oh shut up! i know that!,うるさいわね! 分かったわよ!,1,1
52601,quickly,早く,0,1
19148,stop it!,さっさと終わらせて,1,1
36970,i need a break.,休憩が必要です。,0,0
33017,2014 was the hottest year on record.,2014年は記録上最も暑い年でした。,0,0
50137,It's the best way to grow,最高の育て方と言えます,0,1
51864,Hey,へぇ,0,1
39017,what?,何？,0,0
19547,i'm a theater actor. i don't give a shit. you care.,俺は舞台俳優だから構わないが あんたは気にする,1,1
31323,"we take a poop, let's take a look shokun too, please do it!",うんちを取ります、しょうくんも見てみましょう、やってください！,0,0
41543,Pregnancy test drug dropped at Mutsumi's shop,ムツミさんの店で落とした 妊娠検査薬,0,1
41574,I can't touch it,手出ししねえからよ,0,1
9633,emily sontag.,エミリー・ソンタグだ,1,1
50543,Cute and relieved,可愛くて安心した,0,1
57921,Jewish mysticism,ユダヤの神秘主義だ,0,1
15599,do enjoy your stay in our beautiful city.,この美しい街で ご滞在をお楽しみ下さい,1,1
23394,the expense of spirit in a waste of shame is lust in action.,恥の浪費での精神の犠牲は、行動中の欲望です。,0,0
31718,which is hilarious because we've only dated six weeks!,たった6週間しか付き合っていないので、これは陽気です！,0,0
16586,"ethics, and others while you were in america.",アメリカで他の女と会ってたわよ,1,1
31637,but,しかし,0,0
14699,"hey, find out what happened to that phone.",携帯の障害調査を,1,1
3568,and the tear! follow!,涙持って来て!,1,1
53228,I'm looking for you,あなたを探してるわ,0,1
13083,there it is: after some little fluctuations at the beginning,ご覧の通りです 初期の方の変動―,1,1
11025,good. you'll be leaving as soon as you can.,よろしい 速やかに発ってくれ,1,1
30363,"your brother loves you, does he not?",あなたの兄弟はあなたを愛していますね。,0,0
12488,i will do it great,そうしますよ - 素晴らしい,1,1
46149,This is it! This is it!,こっちだ! こっちだ!,0,1
45520,I wonder if it is impossible for the university at present  It may be a hindrance to going out or working,現状 大学は無理かと─ 外出や仕事にも支障が あるかもしれません,0,1
40314,Can't you see his condition getting worse?,彼の状態が悪くなってるのを見えませんか?,0,1
26748,you ever hear the expression the simplest answer is often the correct one?,あなたはその表現を聞いたことがあります最も単純な答えはしばしば正しいものですか？,0,0
23505,that's not true.,それは真実ではない。,0,0
54300,Call the police now,いま警察を呼ぶ,0,1
24823,so let me call it the shanghai model of economic growth,だから私はそれを経済成長の上海モデルと呼ぼう,0,0
35272,"and so you get desertification creeping, creeping, creeping",だからあなたは砂漠化が忍び寄る、忍び寄る、忍び寄る,0,0
16732,that allow us to study the way that these changes in the cell's dna,このようなdnaの改変が 一組織や生物全体に,1,1
9389,"and he's close, man. you gotta hide now!",近くまで来てる、隠れるんだ。,1,1
33439,"if it were eliminated, who knows how far that vacuum could go.",それが排除された場合、誰がその真空がどこまで行くことができるかを知っています。,0,0
8511,fighting with robert about my schedule.,私のスケジュールでロバートに,1,1
25745,"hey, about going to the classroom firsthand i'm already done with that conversation.",ねえ、教室に直接行くことについて私はすでにその会話を終えています。,0,0
23126,"if you tell the police where i am, i could give you half the ransom and a house in switzerland.",あなたが私がどこにいるのか警察に告げれば、私はあなたに身代金の半分とスイスの家を与えることができます。,0,0
53852,They are taking it seriously.,彼らは真剣に取り組んでいるのです。,0,1
12003,and the bouncing of the sound off the surfaces.,知り得ることが出来ます,1,1
16455,you can either take the blue pill and stick to your comforting delusions,この青を飲めば 甘美な妄想は続く,1,1
54281,Should be fine,大丈夫だ,0,1
715,we'll be right back.,すぐ戻ります,1,1
40828,55 trillion links are in the human brain,55兆のリンクと言うのは人間の脳にある,0,1
21430,what is it? i think he was on a bus.,それは何ですか？彼はバスに乗っていたと思います。,0,0
35743,"what, you guys can sing too?",なに、君たちも歌えるの？,0,0
26211,get out of my way!,道を外れる！,0,0
28174,my first day!,私の初日！,0,0
15474,it had to have a rider,馬は乗り手が必要だったのと,1,1
35321,face down on the floor.,床に伏せて。,0,0
4289,just promise me,約束してちょうだい,1,1
28827,so obvious. i was wondering where,とても明白です。どこだろうと思っていた,0,0
10322,we know you're out there!,そこにいるには分かってる!,1,1
20067,i see. no wonder there's disorder within the mob.,分かりました。暴徒の中に無秩序があるのも不思議ではありません。,0,0
36935,we gotta take down that roadblock. it didn't work.,その障害を取り除く必要があります。それはうまくいきませんでした。,0,0
5481,a bit left.,もうちょっと 左。,1,1
46880,I told the clerk,店員に言いました,0,1
50803,If you try to find it in your body,体内から見つけだそうとする場合は,0,1
14724,it is totally empty.,何 これ。,1,1
16156,he knew i liked him and used it,私が好意を持っているのを 利用して,1,1
15951,but what's really amazing here is that we were able to do this,これが意味深いのは,1,1
25033,also because of the ghost?,幽霊のせいでも？,0,0
5325,i apologize for the incident.,はい。 この間の件 悪かったね。,1,1
109,he didn't tell you?,聞いてないの?,1,1
12722,until biofabrication is better understood,バイオファブリケーションがよく理解されるまで,1,1
38481,"if you wear stylish glasses in nerima, your taxes go down.",練馬でおしゃれなメガネをかけると税金が下がります。,0,0
56552,Because my father was in a mental hospital,親父が精神病院にいたからだ,0,1
43948,Don't get out of the holster,ホルスターから出すな,0,1
35422,take your skinny ass and that filthy thing and get out.,あなたの細いお尻とその汚いものを取り、出て行ってください。,0,0
46011,"I don't want shit! Blat, blat, blat","♪ クソはいらねぇ! Blat, blat, blat",0,1
27878,i have some ice cream today.,今日はアイスクリームを食べます。,0,0
23101,you're sure that freighter was destroyed by orion weapons?,あなたは確かに貨物船がオリオン兵器によって破壊されたということですか？,0,0
12528,"i mean, how much could it eat?",残骸さえなかった,1,1
55383,"Before that, I was figuring out what was going on there, something else was starting to go crazy.",それ以前にも、そこで何が起こっているか 見つけ出していました 別の何かが狂い始めていたのです,0,1
51658,Na Ma Eha,ナ マ エハ,0,1
25249,what!?,何！？,0,0
23762,"oh, lester.",ああ、レスター。,0,0
7946,so there are a lot of differences. they take more risks.,よりリスクを取ります,1,1
19850,"math, differential equations.",数学 微分方程式,1,1
44864,This energy crisis with the transition to a knowledge economy,知識経済への移行で このエネルギー危機を,0,1
41544,I don't want to play,演りたく無い,0,1
36742,his eyes bluer than clear sky.,彼の目は澄んだ空よりも青い。,0,0
41140,"No matter how much you wield your sword, crime cannot be eradicated.",いくら剣をふるったところで 犯罪は撲滅できやしない。,0,1
37535,i did not have a shadow when i was idle,遊んでいたときは影がなかった,0,0
24930,"uh, didn't the psychiatrist's office say that red john was afraid of heights?",ええと、精神科医のオフィスは、レッド・ジョンが高さを恐れていたと言っていませんでしたか？,0,0
54908,Takeshi Kitano,はたけしごと,0,1
52154,I ordered from the sports goods catalog,スポーツグッズカタログで 注文したの,0,1
6124,let's go.,怎么就那么真实啊,1,1
29510,"she says, no, you're fat and you're heavy.",彼女は、いや、あなたは太っていて、重いと言います。,0,0
42429,Isn't that a toilet?,おいおいおい あれってトイレじゃないか?,0,1
14201,i helped trained a generation of people to throw themselves into the grinder.,俺は何人も訓練したが,1,1
27729,"far be it for me to, yeah, speculate on the state of your marriage, but i looked in your coat closet, and i saw it was full of, uh, topoftheline outerwear.",ええ、あなたの結婚の状態を推測するのは私にとっては遠いですが、私はあなたのコートのクローゼットを見て、それが最高級のアウターでいっぱいであるのを見ました。,0,0
34117,thank you so much!,どうもありがとうございます！,0,0
37533,what? what?!,何？何？！,0,0
59226,"What are you doing, Bonzo will kill you!",何やってるの ボンゾーに殺されるわ!,0,1
22651,of the korean school system,韓国の学校制度の,0,0
54547,"Very creative, effective and efficient",非常に創造的で かつ効果的・効率的で,0,1
25507,in love with a deeply troubled man,深刻な問題を抱えた男と恋に,0,0
19857,they're calling these events the pattern.,これらの事象はパターンと呼ばれている,1,1
34818,"okay, i'll have gyoza and spicy tofu.",はい、ぎょうざと辛い豆腐をいただきます。,0,0
44454,I love it,大好物だ,0,1
4840,pointing to those ip addresses.,取り除くということです,1,1
19972,"so, i'm sitting at my kitchen table this morning, having my breakfast",だから 今朝 台所のテーブルに着いて 朝食をとってた -,1,1
19998,while they were here.,彼らがここにいる間。,0,0
22227,i'll be fine. i promise.,大丈夫。約束します。,0,0
18483,how will they live forever lying! ?,一生 嘘をついて 生きていくのか!?,1,1
36712,"amazingly, they made it up north, and when the ship finally went under, they escaped to free soil.",驚くべきことに、彼らはそれを北に作り上げました、そして船が最終的に下に落ちたとき、彼らは自由土地に逃げました。,0,0
48559,I'm dating Rico.,僕はリコくんと付き合ってる。,0,1
29221,it might have been deliberately put there to make the plate unreadable.,プレートを読めなくするために意図的にそこに置かれた可能性があります。,0,0
41995,I tried to organize the information from the time I started blogging,ブログを始めた頃からの 情報を整理してみたわ,0,1
37208,i was touched. sorry i breathed a lot.,感動しました。すみません、たくさん呼吸しました。,0,0
54763,I have to examine the uterus,子宮を調べないと,0,1
17651,i'm fine.,私は大丈夫だ,1,1
1840,you could now generate,疾患組織に合った,1,1
16771,"and obviously, technology",当然テクノロジーは それ以前から存在していましたが,1,1
58276,"Temei, Temei.",てめい、 てめいを。,0,1
25756,ask her.,彼女に聞いて。,0,0
41849,There was no other way.,他に道はなかった。,0,1
32484,would now be a completely awkward time to ask you for that dance?,今、あなたにそのダンスを求めるのは完全に厄介な時期でしょうか？,0,0
57540,"What a waitress, what's the name of the brunette?",何って ウェイトレスだよ ブルネットの 名前何だっけ?,0,1
41162,Thank you for your hard work. What are you going to do?,あっ お疲れさまです。 どういうつもりだ?,0,1
40389,I'm not sure I can do it well,うまくできる自信がないのですが,0,1
26974,my head hurts.,頭が痛い。,0,0
6839,full disclosure that does raise a flag.,情報開示します すべて明らかに,1,1
10763,"you two have many rivals, such as madame president and sakurasan.",生徒会長に 沙倉さんと お二人にはライバルが多いんです,1,1
24964,a sea cucumber?,ナマコ？,0,0
49138,"On this issue, we have to deal with the increasing population of the city.",この問題に関しては、都市の人口増加に対応しなければならない,0,1
12880,she's not serious. she just feels awkward and can't come home.,いや 本気じゃないよ。 気まずくて 帰れないだけだよ。,1,1
37183,what should we do?,私たちは何をすべきか？,0,0
40768,Yes,ええ,0,1
51197,Answer the phone if it's a ringing tone,呼び出し音なら 電話に出ろ,0,1
49547,That video is forged,あの映像は偽造だ,0,1
6264,like a good luck charm.,お守りの代わりに,1,1
30264,embrace the heart's key.,心の鍵を受け入れる。,0,0
50119,What are you--,君は何を --,0,1
39724,bruce bennett.,ブルース・ベネット。,0,0
1026,that's george the greek. check your most wanted list.,ジョージ・グリークだ 重要指名手配リストを確認してくれ,1,1
46176,"Wait a minute, don't hurt!",ちょっと待てッ 痛えな てめえ!,0,1
55642,Neat! Hahaha!,ニート! ハハハ!,0,1
5166,why you agreed to come out here.,どうして素直に ここへ来たの,1,1
29251,good point.,いい視点ね。,0,0
9214,i'm just so used to that story.,通説だから何も思わなかったのよ,1,1
45226,Rule 1,ルールその1,0,1
54707,[Legacy that causes banking and system collapse],[銀行とシステム崩壊を招くレガシー ],0,1
43019,What do you think of Masayoshi-san and Dad-san?,「正義さん パパさんとして どう思いますか?」,0,1
7002,take them!,行け 連れ出せ!,1,1
18236,this is a list of all the liveaboards going up to the new york ship tomorrow.,調べる手間がかなり 何とか名簿が出来た 明日 nyマザーシップに乗り込む 生活体験者全員の名簿,1,1
47117,let's try it,やってみよう,0,1
14686,i think mr. hattoris a good editor.,どうでしょう 先生,1,1
41142,Why not attack you?,それより、何故あなたを攻撃しないの?,0,1
36035,what about emory's responsibility?,エモリーの責任はどうですか？,0,0
24513,and troubled children caught between two worlds.,そして2つの世界の間に捕らえられた問題を抱えた子供たち。,0,0
13893,this light could burn your eyeballs right out of your skulls.,「さもないと、強い光で目をやられますから」,1,1
56227,It's Fuyushima !!,冬島だ!!,0,1
37492,wewe crashed here,weweはここで墜落しました,0,0
4652,that i can't wrap my head around it.,11時くらいからでよか,1,1
45674,What did you want to see?,何が見たかったのか?,0,1
14481,he's your doctor.,あなたの医者よ,1,1
27163,there's no question that the east is ahead.,東が進んでいることは間違いありません。,0,0
25962,the same button that begins this can end it.,これを開始する同じボタンで終了できます。,0,0
907,i do.,いるんでしょ,1,1
36174,"ara, you catch on quick.",アラ、あなたはすぐに追いつきます。,0,0
48959,Excuse me.,すいません。,0,1
44528,Raise a son forever,息子を育てる 永遠に,0,1
44056,"Even though he may appear in dreams, that's",彼が夢の中に出てきたりする事はあっても だからといってそれは,0,1
4389,we are so dead. hey.,一巻の終わりだな,1,1
39497,we hate the cops.,私たちは警官が嫌いです。,0,0
16006,will you please do this favor for claire and me?,クレアと私のために頼む,1,1
11230,"well, we need money.",逃げるには お金がいる 大金が,1,1
30720,"i don't intend to have children in my life, he says.",私は私の人生に子供を産むつもりはない、と彼は言います。,0,0
13315,where exactly are they?,正確な居場所はどこよ?,1,1
35029,you should really eat something.,あなたは本当に何かを食べるべきです。,0,0
24242,you defeated the assassin?,あなたは暗殺者を打ち負かしましたか？,0,0
17276,the population of oklahoma city,オクラホマシティーの人口は,1,1
22894,the ingredients to the stones are live humans.,石の材料は生きている人間です。,0,0
37500,i was wondering if we could postpone it for a while.,しばらく延期できるかと思っていました。,0,0
38783,"i don't know, sir.",わかりません、サー。,0,0
7608,the president is accountable to voters.,大統領は有権者に説明責任を負います,1,1
25744,take your last breath!,最後の息をしてください！,0,0
5987,"man, that fucking hurt!",クソ! 痛いだろ!,1,1
49485,"Yes, this paper plane-Oops!",そう、この紙飛行機が―おっと!,0,1
59373,Ordos,オルドスだ,0,1
19912,while she was still my wife.,彼女はまだ私の妻でいる間に,1,1
27655,i've been here before.,私は前にここに行ったことがあります。,0,0
48831,That he invited me,その彼は私が誘った,0,1
40884,It was good,良かったね,0,1
13140,and the other dimension is:,もう一方の軸は:,1,1
36779,"now, don't go looking surprised.",今、驚いて見に行かないでください。,0,0
41365,You can be my dragon,あなたはわたしのドラゴンになれるわ,0,1
22183,of all these neural maps,これらすべての神経マップの,0,0
8557,a recent miscarriage.,流産の跡を除いてはね,1,1
10534,trevitt was an oncologist at st. ignatius.,トレビットは内科医だよ 聖イグナチオの,1,1
50149,Yeah a little,うん ちょっとね,0,1
55656,What can we do about this,こういうことに対して我々が 何をできるか,0,1
3180,"hey, jack.",やぁジャック。,1,1
6405,"or not do, in this case.",その通りにはならない,1,1
44664,If you do dam sabotage in the meantime,その間にダム破壊工作をすれば,0,1
32707,"did you see that gorgeous thing at the bar, sitting all by his lonesome?",彼の寂しい人のそばに座って、バーでそのゴージャスなものを見ましたか？,0,0
57390,So what?,それで 何ですって?,0,1
7280,now there's a train wreck of a soul.,今なら魂の列車事故ね,1,1
10447,have the rest of the men stand by here.,残りの軍をここに待機して,1,1
47369,You were searching for your father's oil drop Tenmoku.,あなたは お父様の油滴天目を 捜し続けていた。,0,1
24688,it looks like a towering cloud.,そびえ立つ雲のように見えます。,0,0
55473,"If you want to talk about this, go somewhere else",この件について話したいなら どこか他の場所に行きましょう,0,1
45724,It's the amount that was imported. Isn't it hard for a while?,輸入された分ですって。 しばらく大変なんじゃない?,0,1
52427,Let's do it again,もう一度やりましょう,0,1
25833,"mum left when i was 5. as for my dad, well let's just say he wasn't emotional.",お母さんは私が5歳のときに去りました。お父さんは感情的ではなかったとだけ言っておきましょう。,0,0
14954,i just wanted to talk to you.,话说 对方到底是谁,1,1
12333,you're eating!,お醤油かけて食べたいよう,1,1
17560,what did you talk about?,それ 何時くらいまで 食べていたんですか?,1,1
35165,let's all go there once we finish eating.,食べ終わったらみんなで行きましょう。,0,0
16906,"andie, it's brilliant.",アンディ すばらしいわ,1,1
40312,The biggest cause of death,最大の死亡原因は,0,1
35196,"it's over, keith.",それは終わった、キース。,0,0
46736,That's to settle everything with my hands.,それは 私の手で すべての決着をつけるためさ。,0,1
59113,That's amazing. Where did you find it?,へえ すごいね。 どこで見つけたの?,0,1
35671,"anyway, what really persuaded me to come here was that my best friend from elementary school wanted me to.",とにかく、私がここに来るように本当に説得したのは、小学校の親友が私に望んでいたことでした。,0,0
58163,Really,≪本当に,0,1
6877,you killed my family!,お前は謝罪さえしてない!,1,1
71,she got a girlfriend who came at a girlfriend's place,彼女 わいは彼女ばおる身でこげん所挨拶に来よっとか,1,1
38944,kesslivol.,kesslivol。,0,0
48757,Bah a monster ~!,ば 化け物~!,0,1
9890,it's hard to sleep at home.,家では眠れない,1,1
52420,"Return all the scattered gold coins to the stone basin, where you can get rid of blood.",まき散らした金貨をすべて 石櫃に戻し そこで血のあがないをするのだ,0,1
19025,if we're going with the living plastic,マネキンとの戦いが本当だとして,1,1
44052,Yogu You can laugh with such a carefree face!,よぐ そんなのんきな顔して 笑ってられっつなあ!,0,1
50296,Think about the concept of physical health,身体的な健康状態の概念を考えてみてください,0,1
47863,What is diplomatic legitimacy?,外交における正当性とは何でしょう?,0,1
8019,"then tomorrow night, we cross floyd lawton's name off your list.",それから 明日の夜 フロイドロートンの名前をリストから抹消する,1,1
2618,why was she here?,なぜ彼女がここに?,1,1
36687,"and our human nature isn't just selfish, it's also compassionate.",そして私たちの人間性は利己的であるだけでなく、思いやりもあります。,0,0
61,i got coffee.,コーヒーと,1,1
29816,like thomas and martha wayne being killed?,トーマスとマーサウェインが殺されているように？,0,0
31382,that's your real aim?,それがあなたの本当の目的ですか？,0,0
1751,what game is that?,どんなゲーム?,1,1
14317,last year in my school.,高校を卒業しました,1,1
10506,not bad. i'm getting good!,悪くないでしょ 上達したのよ!,1,1
48043,cute. It's not cute,かわいいね。 かわいくないし。,0,1
49172,I think that research on happiness is also positioned.,幸福の研究も 位置づけられていると思います,0,1
14733,"you know, we'll revisit.",では また出直すよ,1,1
53277,Poor guy who is dragging a part of his body,誰かが体の一部を 引きずっていってる かわいそうな奴,0,1
2512,all right!,そうだよ,1,1
21427,"in fact, it's continued to increase.",実際、それは増加し続けています。,0,0
14390,he didn't leave the city walls until he died.,そして殉死されるまで、 あの城壁の前から離れられなかった,1,1
761,an andorian warship rescued the crew.,アンドリアの戦闘機がクルーを救出した,1,1
44164,You can afford to have a date,デートが決まって余裕なのね,0,1
21257,17,17.17。,0,0
48936,I was in a little trouble,ちょっと困ったことになった,0,1
11286,you're too late!,もう手遅れだ,1,1
12598,that's right! this is a,ホーッホホホ。 やったー!,1,1
51862,Blood smell,血の匂い,0,1
9403,how do you know that word?,どうやって知ったの?,1,1
26073,i thought i'd lost you.,私はあなたを失ったと思った。,0,0
37772,are we in aquarion?,私たちは水族館にいますか？,0,0
22266,they're going to knock that house down.,彼らはその家を倒すつもりです。,0,0
41366,The family is so new that it's exciting,その家族も ウキウキするほど新しく,0,1
47859,It seems that the old man originally wanted to make this house a castle.,おじい様は 元々 この家を城にしたかったらしい。,0,1
46865,Over here!,こっちへ!,0,1
57782,It seems that he will go to investigate. Mononokekura?,調べに行っとるらしい。 もののけ倉?,0,1
51503,How about that seat?,どうだい? その席は。,0,1
26848,"wow, she's really intimidating",うわー、彼女は本当に威圧的です,0,0
2539,"cause you're your problem, annie.",問題を世の中のせいに しているからで,1,1
12642,a prophecy that misread could have been.,予言を 読み違えたのかもしれぬ,1,1
43885,Why am I on a talk show?,なんで私がトークショーに?,0,1
41567,5 years is a long binding,5年は長い束縛だよ,0,1
28816,"narutaki, huh?",鳴滝ですね,0,0
